date,data,cols
1996-04-01 00:00:00,190506.0,channel_1
1996-05-01 00:00:00,211923.0,channel_1
1996-06-01 00:00:00,199535.0,channel_1
1996-07-01 00:00:00,196400.0,channel_1
1996-08-01 00:00:00,238966.0,channel_1
1996-09-01 00:00:00,175198.0,channel_1
1996-10-01 00:00:00,203612.0,channel_1
1996-11-01 00:00:00,199872.0,channel_1
1996-12-01 00:00:00,214822.0,channel_1
1997-01-01 00:00:00,228819.0,channel_1
1997-02-01 00:00:00,203646.0,channel_1
1997-03-01 00:00:00,215657.0,channel_1
1997-04-01 00:00:00,244822.0,channel_1
1997-05-01 00:00:00,249649.0,channel_1
1997-06-01 00:00:00,116877.0,channel_1
1997-07-01 00:00:00,104560.0,channel_1
1997-08-01 00:00:00,203501.0,channel_1
1997-09-01 00:00:00,175035.0,channel_1
1997-10-01 00:00:00,184289.0,channel_1
1997-11-01 00:00:00,201552.0,channel_1
1997-12-01 00:00:00,235816.0,channel_1
1998-01-01 00:00:00,209020.0,channel_1
1998-02-01 00:00:00,185031.0,channel_1
1998-03-01 00:00:00,218401.0,channel_1
1998-04-01 00:00:00,197058.0,channel_1
1998-05-01 00:00:00,212904.0,channel_1
1998-06-01 00:00:00,196855.0,channel_1
1998-07-01 00:00:00,259448.0,channel_1
1998-08-01 00:00:00,275662.0,channel_1
1998-09-01 00:00:00,197304.0,channel_1
1998-10-01 00:00:00,220706.0,channel_1
1998-11-01 00:00:00,235836.0,channel_1
1998-12-01 00:00:00,263403.0,channel_1
1999-01-01 00:00:00,257085.0,channel_1
1999-02-01 00:00:00,307609.0,channel_1
1999-03-01 00:00:00,236152.0,channel_1
1999-04-01 00:00:00,249008.0,channel_1
1999-05-01 00:00:00,261447.0,channel_1
1999-06-01 00:00:00,233513.0,channel_1
1999-07-01 00:00:00,291015.0,channel_1
1999-08-01 00:00:00,296856.0,channel_1
1999-09-01 00:00:00,229189.0,channel_1
1999-10-01 00:00:00,260744.0,channel_1
1999-11-01 00:00:00,287683.0,channel_1
1999-12-01 00:00:00,296151.0,channel_1
2000-01-01 00:00:00,308782.0,channel_1
2000-02-01 00:00:00,293947.0,channel_1
2000-03-01 00:00:00,288798.0,channel_1
2000-04-01 00:00:00,305229.0,channel_1
2000-05-01 00:00:00,334287.0,channel_1
2000-06-01 00:00:00,279273.0,channel_1
2000-07-01 00:00:00,332684.0,channel_1
2000-08-01 00:00:00,354895.0,channel_1
2000-09-01 00:00:00,311743.0,channel_1
2000-10-01 00:00:00,317061.0,channel_1
2000-11-01 00:00:00,304466.0,channel_1
2000-12-01 00:00:00,354680.0,channel_1
2001-01-01 00:00:00,370531.0,channel_1
2001-02-01 00:00:00,277074.0,channel_1
2001-03-01 00:00:00,329777.0,channel_1
2001-04-01 00:00:00,318899.0,channel_1
2001-05-01 00:00:00,380989.0,channel_1
2001-06-01 00:00:00,337137.0,channel_1
2001-07-01 00:00:00,400172.0,channel_1
2001-08-01 00:00:00,423883.0,channel_1
2001-09-01 00:00:00,348174.0,channel_1
2001-10-01 00:00:00,397809.0,channel_1
2001-11-01 00:00:00,406225.0,channel_1
2001-12-01 00:00:00,457913.0,channel_1
2002-01-01 00:00:00,454817.0,channel_1
2002-02-01 00:00:00,471528.0,channel_1
2002-03-01 00:00:00,465230.0,channel_1
2002-04-01 00:00:00,525498.0,channel_1
2002-05-01 00:00:00,544163.0,channel_1
2002-06-01 00:00:00,423763.0,channel_1
2002-07-01 00:00:00,565322.0,channel_1
2002-08-01 00:00:00,659726.0,channel_1
2002-09-01 00:00:00,593509.0,channel_1
2002-10-01 00:00:00,669828.0,channel_1
2002-11-01 00:00:00,697841.0,channel_1
2002-12-01 00:00:00,753974.0,channel_1
2003-01-01 00:00:00,750929.0,channel_1
2003-02-01 00:00:00,713489.0,channel_1
2003-03-01 00:00:00,666343.0,channel_1
2003-04-01 00:00:00,322216.0,channel_1
2003-05-01 00:00:00,311821.0,channel_1
2003-06-01 00:00:00,470562.0,channel_1
2003-07-01 00:00:00,693008.0,channel_1
2003-08-01 00:00:00,946122.0,channel_1
2003-09-01 00:00:00,762001.0,channel_1
2003-10-01 00:00:00,878581.0,channel_1
2003-11-01 00:00:00,930432.0,channel_1
2003-12-01 00:00:00,1021707.0,channel_1
2004-01-01 00:00:00,1115151.0,channel_1
2004-02-01 00:00:00,824619.0,channel_1
2004-03-01 00:00:00,979338.0,channel_1
2004-04-01 00:00:00,908741.0,channel_1
2004-05-01 00:00:00,972837.0,channel_1
2004-06-01 00:00:00,867445.0,channel_1
2004-07-01 00:00:00,1160530.0,channel_1
2004-08-01 00:00:00,1238091.0,channel_1
2004-09-01 00:00:00,912723.0,channel_1
2004-10-01 00:00:00,1079392.0,channel_1
2004-11-01 00:00:00,1040982.0,channel_1
2004-12-01 00:00:00,1146013.0,channel_1
2005-01-01 00:00:00,1065487.0,channel_1
2005-02-01 00:00:00,1041061.0,channel_1
2005-03-01 00:00:00,932243.0,channel_1
2005-04-01 00:00:00,987091.0,channel_1
2005-05-01 00:00:00,972313.0,channel_1
2005-06-01 00:00:00,885596.0,channel_1
2005-07-01 00:00:00,1147076.0,channel_1
2005-08-01 00:00:00,1221159.0,channel_1
2005-09-01 00:00:00,925417.0,channel_1
2005-10-01 00:00:00,1115023.0,channel_1
2005-11-01 00:00:00,1070488.0,channel_1
2005-12-01 00:00:00,1178446.0,channel_1
2006-01-01 00:00:00,1324888.0,channel_1
2006-02-01 00:00:00,1141391.0,channel_1
2006-03-01 00:00:00,1125564.0,channel_1
2006-04-01 00:00:00,1109401.0,channel_1
2006-05-01 00:00:00,1045744.0,channel_1
2006-06-01 00:00:00,959404.0,channel_1
2006-07-01 00:00:00,1196987.0,channel_1
2006-08-01 00:00:00,1364825.0,channel_1
2006-09-01 00:00:00,930532.0,channel_1
2006-10-01 00:00:00,1083361.0,channel_1
2006-11-01 00:00:00,1043726.0,channel_1
2006-12-01 00:00:00,1265519.0,channel_1
