date,data,cols
2015-07-12 00:00:00,131.0,channel_1
2015-07-13 00:00:00,372.0,channel_1
2015-07-14 00:00:00,494.0,channel_1
2015-07-15 00:00:00,504.0,channel_1
2015-07-16 00:00:00,495.0,channel_1
2015-07-17 00:00:00,263.0,channel_1
2015-07-18 00:00:00,82.0,channel_1
2015-07-19 00:00:00,125.0,channel_1
2015-07-20 00:00:00,391.0,channel_1
2015-07-21 00:00:00,437.0,channel_1
2015-07-22 00:00:00,496.0,channel_1
2015-07-23 00:00:00,453.0,channel_1
2015-07-24 00:00:00,275.0,channel_1
2015-07-25 00:00:00,76.0,channel_1
2015-07-26 00:00:00,124.0,channel_1
2015-07-27 00:00:00,338.0,channel_1
2015-07-28 00:00:00,442.0,channel_1
2015-07-29 00:00:00,433.0,channel_1
2015-07-30 00:00:00,456.0,channel_1
2015-07-31 00:00:00,245.0,channel_1
