date,data,cols
174.0,0.630354,Open
175.0,0.633898,Open
176.0,0.637134,Open
177.0,0.636364,Open
178.0,0.634052,Open
179.0,0.633744,Open
180.0,0.635285,Open
181.0,0.63775,Open
182.0,0.644376,Open
183.0,0.649153,Open
184.0,0.650231,Open
185.0,0.653467,Open
186.0,0.655008,Open
187.0,0.6547,Open
188.0,0.655162,Open
189.0,0.653467,Open
190.0,0.651926,Open
191.0,0.653467,Open
192.0,0.652234,Open
193.0,0.649461,Open
194.0,0.651618,Open
195.0,0.656549,Open
196.0,0.660092,Open
197.0,0.665485,Open
198.0,0.673344,Open
199.0,0.682126,Open
200.0,0.686287,Open
201.0,0.691988,Open
202.0,0.698459,Open
203.0,0.705855,Open
204.0,0.710478,Open
205.0,0.713097,Open
206.0,0.710324,Open
207.0,0.706471,Open
208.0,0.701849,Open
209.0,0.697072,Open
210.0,0.690139,Open
211.0,0.685978,Open
212.0,0.687982,Open
213.0,0.688906,Open
214.0,0.691371,Open
215.0,0.695223,Open
216.0,0.704006,Open
217.0,0.705547,Open
218.0,0.708629,Open
219.0,0.709861,Open
220.0,0.710015,Open
221.0,0.706934,Open
222.0,0.705239,Open
223.0,0.700924,Open
224.0,0.698613,Open
225.0,0.702465,Open
226.0,0.703544,Open
227.0,0.704931,Open
228.0,0.709707,Open
229.0,0.716949,Open
230.0,0.722958,Open
231.0,0.720801,Open
232.0,0.721572,Open
233.0,0.730508,Open
234.0,0.739908,Open
235.0,0.749923,Open
236.0,0.768875,Open
237.0,0.779815,Open
238.0,0.779199,Open
239.0,0.775809,Open
240.0,0.771803,Open
241.0,0.766718,Open
242.0,0.765177,Open
243.0,0.768567,Open
244.0,0.766256,Open
245.0,0.766102,Open
246.0,0.767643,Open
247.0,0.770262,Open
248.0,0.768413,Open
249.0,0.771649,Open
250.0,0.7698,Open
251.0,0.766872,Open
252.0,0.765485,Open
253.0,0.765023,Open
254.0,0.75963,Open
255.0,0.760247,Open
256.0,0.759938,Open
257.0,0.758552,Open
258.0,0.756394,Open
259.0,0.757781,Open
260.0,0.7547,Open
261.0,0.754545,Open
262.0,0.756857,Open
263.0,0.758243,Open
264.0,0.76225,Open
265.0,0.765485,Open
266.0,0.766102,Open
267.0,0.765485,Open
268.0,0.764869,Open
269.0,0.76379,Open
270.0,0.760863,Open
271.0,0.762866,Open
272.0,0.764869,Open
273.0,0.767334,Open
274.0,0.768413,Open
275.0,0.771803,Open
276.0,0.770108,Open
277.0,0.768875,Open
278.0,0.772573,Open
279.0,0.778428,Open
280.0,0.785516,Open
281.0,0.799538,Open
282.0,0.8151,Open
283.0,0.826348,Open
284.0,0.835285,Open
285.0,0.84376,Open
286.0,0.846379,Open
287.0,0.844376,Open
288.0,0.84376,Open
289.0,0.842065,Open
290.0,0.842681,Open
291.0,0.834669,Open
292.0,0.829892,Open
293.0,0.822804,Open
294.0,0.813867,Open
295.0,0.797689,Open
296.0,0.791988,Open
297.0,0.783821,Open
298.0,0.776117,Open
299.0,0.772727,Open
300.0,0.772573,Open
301.0,0.770955,Open
302.0,0.769877,Open
303.0,0.772804,Open
304.0,0.771418,Open
305.0,0.771263,Open
306.0,0.770724,Open
307.0,0.77057,Open
308.0,0.767488,Open
309.0,0.766872,Open
310.0,0.766718,Open
311.0,0.770262,Open
312.0,0.773498,Open
313.0,0.780123,Open
314.0,0.787982,Open
315.0,0.78829,Open
316.0,0.778737,Open
317.0,0.770416,Open
318.0,0.758089,Open
319.0,0.750231,Open
320.0,0.746379,Open
321.0,0.750077,Open
322.0,0.755162,Open
323.0,0.760401,Open
324.0,0.761633,Open
325.0,0.765639,Open
326.0,0.767488,Open
327.0,0.76641,Open
328.0,0.761941,Open
329.0,0.756086,Open
330.0,0.746687,Open
331.0,0.739291,Open
332.0,0.735593,Open
333.0,0.735439,Open
334.0,0.731433,Open
335.0,0.730663,Open
336.0,0.730046,Open
337.0,0.720955,Open
338.0,0.709707,Open
339.0,0.701233,Open
340.0,0.697381,Open
341.0,0.697843,Open
342.0,0.701233,Open
343.0,0.699692,Open
344.0,0.703236,Open
345.0,0.706471,Open
346.0,0.706934,Open
347.0,0.709553,Open
348.0,0.718952,Open
349.0,0.726965,Open
350.0,0.734052,Open
351.0,0.740062,Open
352.0,0.742219,Open
353.0,0.745917,Open
354.0,0.746687,Open
355.0,0.743914,Open
356.0,0.739137,Open
357.0,0.738367,Open
358.0,0.740524,Open
359.0,0.744376,Open
360.0,0.747612,Open
361.0,0.751772,Open
362.0,0.752234,Open
363.0,0.749307,Open
364.0,0.745917,Open
365.0,0.746379,Open
366.0,0.746995,Open
367.0,0.751002,Open
368.0,0.754237,Open
369.0,0.757781,Open
370.0,0.761633,Open
371.0,0.759322,Open
372.0,0.762866,Open
373.0,0.762558,Open
374.0,0.766872,Open
375.0,0.764099,Open
376.0,0.773652,Open
377.0,0.776425,Open
378.0,0.784284,Open
379.0,0.783205,Open
380.0,0.783975,Open
381.0,0.777966,Open
382.0,0.769029,Open
383.0,0.757627,Open
384.0,0.75131,Open
385.0,0.740216,Open
386.0,0.734052,Open
387.0,0.728659,Open
388.0,0.7302,Open
389.0,0.727735,Open
390.0,0.736055,Open
391.0,0.737904,Open
392.0,0.741448,Open
393.0,0.74037,Open
394.0,0.740986,Open
395.0,0.739137,Open
396.0,0.739137,Open
397.0,0.735593,Open
398.0,0.732049,Open
399.0,0.732512,Open
400.0,0.729892,Open
401.0,0.722804,Open
402.0,0.720955,Open
403.0,0.719723,Open
404.0,0.720031,Open
405.0,0.718952,Open
406.0,0.722188,Open
407.0,0.724961,Open
408.0,0.726348,Open
409.0,0.721263,Open
410.0,0.716025,Open
411.0,0.70832,Open
412.0,0.707088,Open
413.0,0.702619,Open
414.0,0.70077,Open
415.0,0.703236,Open
416.0,0.708012,Open
417.0,0.704468,Open
418.0,0.706163,Open
419.0,0.706163,Open
420.0,0.702157,Open
421.0,0.695994,Open
422.0,0.693529,Open
423.0,0.688444,Open
424.0,0.681972,Open
425.0,0.677966,Open
426.0,0.675809,Open
427.0,0.672573,Open
428.0,0.669183,Open
429.0,0.667951,Open
430.0,0.668875,Open
431.0,0.671957,Open
432.0,0.674884,Open
433.0,0.676271,Open
434.0,0.677812,Open
435.0,0.678737,Open
436.0,0.677196,Open
437.0,0.678274,Open
438.0,0.682589,Open
439.0,0.683667,Open
440.0,0.683051,Open
441.0,0.687673,Open
442.0,0.689368,Open
443.0,0.689831,Open
444.0,0.690293,Open
445.0,0.694453,Open
446.0,0.690601,Open
447.0,0.684284,Open
448.0,0.682435,Open
449.0,0.686441,Open
450.0,0.686749,Open
451.0,0.690139,Open
452.0,0.693066,Open
453.0,0.695223,Open
454.0,0.694145,Open
455.0,0.690447,Open
456.0,0.689368,Open
457.0,0.692142,Open
458.0,0.691063,Open
459.0,0.697072,Open
460.0,0.704006,Open
461.0,0.714792,Open
462.0,0.724653,Open
463.0,0.733898,Open
464.0,0.737134,Open
465.0,0.744068,Open
466.0,0.744992,Open
467.0,0.742989,Open
468.0,0.745146,Open
469.0,0.746071,Open
470.0,0.745763,Open
471.0,0.740062,Open
472.0,0.736055,Open
473.0,0.727889,Open
474.0,0.721726,Open
475.0,0.712173,Open
476.0,0.708629,Open
477.0,0.705701,Open
478.0,0.707088,Open
479.0,0.706009,Open
480.0,0.708475,Open
481.0,0.70755,Open
482.0,0.707242,Open
483.0,0.706163,Open
484.0,0.706471,Open
485.0,0.706471,Open
486.0,0.708783,Open
487.0,0.705393,Open
488.0,0.704314,Open
489.0,0.697381,Open
490.0,0.684438,Open
491.0,0.672573,Open
492.0,0.667334,Open
493.0,0.659784,Open
494.0,0.661325,Open
495.0,0.670108,Open
496.0,0.680894,Open
497.0,0.691834,Open
498.0,0.702003,Open
499.0,0.708475,Open
500.0,0.714176,Open
501.0,0.716949,Open
502.0,0.714484,Open
503.0,0.711094,Open
504.0,0.705855,Open
505.0,0.697227,Open
506.0,0.684592,Open
507.0,0.679507,Open
508.0,0.675809,Open
509.0,0.673806,Open
510.0,0.673035,Open
511.0,0.678891,Open
512.0,0.680431,Open
513.0,0.676271,Open
514.0,0.677042,Open
515.0,0.678582,Open
516.0,0.674884,Open
517.0,0.673652,Open
518.0,0.674576,Open
519.0,0.669029,Open
520.0,0.665485,Open
521.0,0.661787,Open
522.0,0.662404,Open
523.0,0.656703,Open
524.0,0.655316,Open
525.0,0.663482,Open
526.0,0.669646,Open
527.0,0.670416,Open
528.0,0.679353,Open
529.0,0.683513,Open
530.0,0.678274,Open
531.0,0.677196,Open
532.0,0.679815,Open
533.0,0.687365,Open
534.0,0.694145,Open
535.0,0.700462,Open
536.0,0.706009,Open
537.0,0.707858,Open
538.0,0.70339,Open
539.0,0.702773,Open
540.0,0.707704,Open
541.0,0.714638,Open
542.0,0.72265,Open
543.0,0.733282,Open
544.0,0.743914,Open
545.0,0.750693,Open
546.0,0.757473,Open
547.0,0.760555,Open
548.0,0.761171,Open
549.0,0.755008,Open
550.0,0.748844,Open
551.0,0.745763,Open
552.0,0.744068,Open
553.0,0.741911,Open
554.0,0.745146,Open
555.0,0.747766,Open
556.0,0.748228,Open
557.0,0.751002,Open
558.0,0.759938,Open
559.0,0.7698,Open
560.0,0.779353,Open
561.0,0.787673,Open
562.0,0.794915,Open
563.0,0.797381,Open
564.0,0.796764,Open
565.0,0.793683,Open
566.0,0.79168,Open
567.0,0.790139,Open
568.0,0.787057,Open
569.0,0.788136,Open
570.0,0.789368,Open
571.0,0.788906,Open
572.0,0.78567,Open
573.0,0.784592,Open
574.0,0.783359,Open
575.0,0.78228,Open
576.0,0.779353,Open
577.0,0.781356,Open
578.0,0.780123,Open
579.0,0.778582,Open
580.0,0.778891,Open
581.0,0.783051,Open
582.0,0.785362,Open
583.0,0.788752,Open
584.0,0.788906,Open
585.0,0.781664,Open
586.0,0.772111,Open
587.0,0.758706,Open
588.0,0.74376,Open
589.0,0.737442,Open
590.0,0.732666,Open
591.0,0.727889,Open
592.0,0.722804,Open
593.0,0.718952,Open
594.0,0.705393,Open
595.0,0.703082,Open
596.0,0.701233,Open
597.0,0.705085,Open
598.0,0.709091,Open
599.0,0.71433,Open
600.0,0.712018,Open
601.0,0.707396,Open
602.0,0.698459,Open
603.0,0.692912,Open
604.0,0.687365,Open
605.0,0.682589,Open
606.0,0.682126,Open
607.0,0.683513,Open
608.0,0.686133,Open
609.0,0.691371,Open
610.0,0.697689,Open
611.0,0.701541,Open
612.0,0.704314,Open
613.0,0.708475,Open
614.0,0.713251,Open
615.0,0.718798,Open
616.0,0.722342,Open
617.0,0.72681,Open
618.0,0.729122,Open
619.0,0.737442,Open
620.0,0.744992,Open
621.0,0.754237,Open
622.0,0.764869,Open
623.0,0.770878,Open
624.0,0.765948,Open
625.0,0.762558,Open
626.0,0.758089,Open
627.0,0.749307,Open
628.0,0.743297,Open
629.0,0.741757,Open
630.0,0.736672,Open
631.0,0.734052,Open
632.0,0.734052,Open
633.0,0.735131,Open
634.0,0.738829,Open
635.0,0.741602,Open
636.0,0.747766,Open
637.0,0.752234,Open
638.0,0.756086,Open
639.0,0.757935,Open
640.0,0.758089,Open
641.0,0.752542,Open
642.0,0.749153,Open
643.0,0.742065,Open
644.0,0.732049,Open
645.0,0.726194,Open
646.0,0.720955,Open
647.0,0.715254,Open
648.0,0.71171,Open
649.0,0.710632,Open
650.0,0.706317,Open
651.0,0.704622,Open
652.0,0.705085,Open
653.0,0.705855,Open
654.0,0.707396,Open
655.0,0.711402,Open
656.0,0.711864,Open
657.0,0.71171,Open
658.0,0.710324,Open
659.0,0.710169,Open
660.0,0.711864,Open
661.0,0.714792,Open
662.0,0.715254,Open
663.0,0.713867,Open
664.0,0.710015,Open
665.0,0.697227,Open
666.0,0.683821,Open
667.0,0.672881,Open
668.0,0.662866,Open
669.0,0.662866,Open
670.0,0.671957,Open
671.0,0.675501,Open
672.0,0.682126,Open
673.0,0.689214,Open
674.0,0.688752,Open
675.0,0.687827,Open
676.0,0.693683,Open
677.0,0.695686,Open
678.0,0.702157,Open
679.0,0.705393,Open
680.0,0.707242,Open
681.0,0.708937,Open
682.0,0.715254,Open
683.0,0.722034,Open
684.0,0.729892,Open
685.0,0.736055,Open
686.0,0.740524,Open
687.0,0.739908,Open
688.0,0.731433,Open
689.0,0.720801,Open
690.0,0.71849,Open
691.0,0.71772,Open
692.0,0.716641,Open
693.0,0.721418,Open
694.0,0.732512,Open
695.0,0.73698,Open
696.0,0.749923,Open
697.0,0.761787,Open
698.0,0.773035,Open
699.0,0.779507,Open
700.0,0.783359,Open
701.0,0.778891,Open
702.0,0.779353,Open
703.0,0.779353,Open
704.0,0.78074,Open
705.0,0.783821,Open
706.0,0.786903,Open
707.0,0.787365,Open
708.0,0.791217,Open
709.0,0.792604,Open
710.0,0.788444,Open
711.0,0.791988,Open
712.0,0.791988,Open
713.0,0.788598,Open
714.0,0.782743,Open
715.0,0.785362,Open
716.0,0.785824,Open
717.0,0.788136,Open
718.0,0.791371,Open
719.0,0.791063,Open
720.0,0.790293,Open
721.0,0.785362,Open
722.0,0.781356,Open
723.0,0.77057,Open
724.0,0.768567,Open
725.0,0.763482,Open
726.0,0.760247,Open
727.0,0.757473,Open
728.0,0.76641,Open
729.0,0.773035,Open
730.0,0.781048,Open
731.0,0.788444,Open
732.0,0.795994,Open
733.0,0.796456,Open
734.0,0.797535,Open
735.0,0.799384,Open
736.0,0.801541,Open
737.0,0.812481,Open
738.0,0.816025,Open
739.0,0.820955,Open
740.0,0.822958,Open
741.0,0.819106,Open
742.0,0.804314,Open
743.0,0.799076,Open
744.0,0.791834,Open
745.0,0.790755,Open
746.0,0.794915,Open
747.0,0.801849,Open
748.0,0.805855,Open
749.0,0.811556,Open
750.0,0.812481,Open
751.0,0.813251,Open
752.0,0.812635,Open
753.0,0.813097,Open
754.0,0.810169,Open
755.0,0.805393,Open
756.0,0.794761,Open
757.0,0.784284,Open
758.0,0.778582,Open
759.0,0.772265,Open
760.0,0.766564,Open
761.0,0.767488,Open
762.0,0.76718,Open
763.0,0.759168,Open
764.0,0.756394,Open
765.0,0.750847,Open
766.0,0.744068,Open
767.0,0.73621,Open
768.0,0.732512,Open
769.0,0.72681,Open
770.0,0.725732,Open
771.0,0.723883,Open
772.0,0.720493,Open
773.0,0.719569,Open
774.0,0.724345,Open
775.0,0.728814,Open
776.0,0.731741,Open
777.0,0.737288,Open
778.0,0.738983,Open
779.0,0.729122,Open
780.0,0.723112,Open
781.0,0.714484,Open
782.0,0.705239,Open
783.0,0.697381,Open
784.0,0.697535,Open
785.0,0.694761,Open
786.0,0.698151,Open
787.0,0.70339,Open
788.0,0.713559,Open
789.0,0.721572,Open
790.0,0.728351,Open
791.0,0.731741,Open
792.0,0.738983,Open
793.0,0.734206,Open
794.0,0.730817,Open
795.0,0.729276,Open
796.0,0.726502,Open
797.0,0.717103,Open
798.0,0.714176,Open
799.0,0.710324,Open
800.0,0.704314,Open
801.0,0.697843,Open
802.0,0.692296,Open
803.0,0.686133,Open
804.0,0.679815,Open
805.0,0.674884,Open
806.0,0.672881,Open
807.0,0.675809,Open
808.0,0.677658,Open
809.0,0.678428,Open
810.0,0.680277,Open
811.0,0.679661,Open
812.0,0.678274,Open
813.0,0.677042,Open
814.0,0.679353,Open
815.0,0.679199,Open
816.0,0.683821,Open
817.0,0.685516,Open
818.0,0.686133,Open
819.0,0.683667,Open
820.0,0.683821,Open
821.0,0.679815,Open
822.0,0.675655,Open
823.0,0.67396,Open
824.0,0.675501,Open
825.0,0.677966,Open
826.0,0.680894,Open
827.0,0.685516,Open
828.0,0.691217,Open
829.0,0.692296,Open
830.0,0.691988,Open
831.0,0.692142,Open
832.0,0.694145,Open
833.0,0.692912,Open
834.0,0.695069,Open
835.0,0.697381,Open
836.0,0.700462,Open
837.0,0.700616,Open
838.0,0.704622,Open
839.0,0.70339,Open
840.0,0.701695,Open
841.0,0.700308,Open
842.0,0.697689,Open
843.0,0.694145,Open
844.0,0.695069,Open
845.0,0.692604,Open
846.0,0.689522,Open
847.0,0.689368,Open
848.0,0.690909,Open
849.0,0.688906,Open
850.0,0.690909,Open
851.0,0.695378,Open
852.0,0.700616,Open
853.0,0.708166,Open
854.0,0.721572,Open
855.0,0.731587,Open
856.0,0.738521,Open
857.0,0.743143,Open
858.0,0.744068,Open
859.0,0.743143,Open
860.0,0.745146,Open
861.0,0.74792,Open
862.0,0.753159,Open
863.0,0.757781,Open
864.0,0.761325,Open
865.0,0.764561,Open
866.0,0.767334,Open
867.0,0.768875,Open
868.0,0.772419,Open
869.0,0.774268,Open
870.0,0.777812,Open
871.0,0.777504,Open
872.0,0.777042,Open
873.0,0.774268,Open
874.0,0.769646,Open
875.0,0.771186,Open
876.0,0.77319,Open
877.0,0.775963,Open
878.0,0.77735,Open
879.0,0.783975,Open
880.0,0.786441,Open
881.0,0.793066,Open
882.0,0.797535,Open
883.0,0.803236,Open
884.0,0.806471,Open
885.0,0.810478,Open
886.0,0.817103,Open
887.0,0.824499,Open
888.0,0.829892,Open
889.0,0.835439,Open
890.0,0.836055,Open
891.0,0.836055,Open
892.0,0.835593,Open
893.0,0.836055,Open
894.0,0.838059,Open
895.0,0.839137,Open
896.0,0.838059,Open
897.0,0.84114,Open
898.0,0.845763,Open
899.0,0.848382,Open
900.0,0.851156,Open
901.0,0.854545,Open
902.0,0.852542,Open
903.0,0.850847,Open
904.0,0.849461,Open
905.0,0.849307,Open
906.0,0.849307,Open
907.0,0.851926,Open
908.0,0.852851,Open
909.0,0.855778,Open
910.0,0.858706,Open
911.0,0.860401,Open
912.0,0.860092,Open
913.0,0.859784,Open
914.0,0.860555,Open
915.0,0.858706,Open
916.0,0.855624,Open
917.0,0.853929,Open
918.0,0.857165,Open
919.0,0.862404,Open
920.0,0.854854,Open
921.0,0.839291,Open
922.0,0.829892,Open
923.0,0.816641,Open
924.0,0.79661,Open
925.0,0.794607,Open
926.0,0.806009,Open
927.0,0.813405,Open
928.0,0.822342,Open
929.0,0.82681,Open
930.0,0.832666,Open
931.0,0.832049,Open
932.0,0.826965,Open
933.0,0.821572,Open
934.0,0.82681,Open
935.0,0.823729,Open
936.0,0.82604,Open
937.0,0.829892,Open
938.0,0.835439,Open
939.0,0.836518,Open
940.0,0.839599,Open
941.0,0.840986,Open
942.0,0.842219,Open
943.0,0.839445,Open
944.0,0.84114,Open
945.0,0.844068,Open
946.0,0.84376,Open
947.0,0.842219,Open
948.0,0.839908,Open
949.0,0.83359,Open
950.0,0.832357,Open
951.0,0.830817,Open
952.0,0.833898,Open
953.0,0.835439,Open
954.0,0.83775,Open
955.0,0.837596,Open
956.0,0.83775,Open
957.0,0.831895,Open
958.0,0.828351,Open
959.0,0.824653,Open
960.0,0.819877,Open
961.0,0.818182,Open
962.0,0.818798,Open
963.0,0.818644,Open
964.0,0.815562,Open
965.0,0.812327,Open
966.0,0.804777,Open
967.0,0.796456,Open
968.0,0.789831,Open
969.0,0.787211,Open
970.0,0.787057,Open
971.0,0.786903,Open
972.0,0.791371,Open
973.0,0.795532,Open
974.0,0.804931,Open
975.0,0.808629,Open
976.0,0.814176,Open
977.0,0.815408,Open
978.0,0.81772,Open
979.0,0.817411,Open
980.0,0.824807,Open
981.0,0.839445,Open
982.0,0.851002,Open
983.0,0.861479,Open
984.0,0.8698,Open
985.0,0.872419,Open
986.0,0.865023,Open
987.0,0.848844,Open
988.0,0.834977,Open
989.0,0.821572,Open
990.0,0.808166,Open
991.0,0.799076,Open
992.0,0.809091,Open
993.0,0.819723,Open
994.0,0.82604,Open
995.0,0.834052,Open
996.0,0.839137,Open
997.0,0.83621,Open
998.0,0.832512,Open
999.0,0.832049,Open
1000.0,0.831125,Open
1001.0,0.829276,Open
1002.0,0.828968,Open
1003.0,0.828043,Open
1004.0,0.822958,Open
1005.0,0.814946,Open
1006.0,0.81171,Open
1007.0,0.806934,Open
1008.0,0.802157,Open
1009.0,0.803698,Open
1010.0,0.804777,Open
1011.0,0.804006,Open
1012.0,0.80416,Open
1013.0,0.803236,Open
1014.0,0.79923,Open
1015.0,0.79584,Open
1016.0,0.794761,Open
1017.0,0.789214,Open
1018.0,0.7849,Open
1019.0,0.777812,Open
1020.0,0.772881,Open
1021.0,0.767026,Open
1022.0,0.771495,Open
1023.0,0.776888,Open
1024.0,0.793529,Open
1025.0,0.806163,Open
1026.0,0.813097,Open
1027.0,0.816487,Open
1028.0,0.816487,Open
1029.0,0.807088,Open
1030.0,0.802619,Open
1031.0,0.80339,Open
1032.0,0.80416,Open
1033.0,0.799846,Open
1034.0,0.797227,Open
1035.0,0.794453,Open
1036.0,0.79245,Open
1037.0,0.788444,Open
1038.0,0.792604,Open
1039.0,0.794145,Open
1040.0,0.795532,Open
1041.0,0.800924,Open
1042.0,0.805701,Open
1043.0,0.809399,Open
1044.0,0.815716,Open
1045.0,0.81849,Open
1046.0,0.813713,Open
1047.0,0.810015,Open
1048.0,0.807396,Open
1049.0,0.803082,Open
1050.0,0.800924,Open
1051.0,0.802619,Open
1052.0,0.801541,Open
1053.0,0.800462,Open
1054.0,0.799538,Open
1055.0,0.799692,Open
1056.0,0.799384,Open
1057.0,0.800616,Open
1058.0,0.800308,Open
1059.0,0.798613,Open
1060.0,0.794453,Open
1061.0,0.787365,Open
1062.0,0.782897,Open
1063.0,0.781972,Open
1064.0,0.780123,Open
1065.0,0.780586,Open
1066.0,0.783051,Open
1067.0,0.784746,Open
1068.0,0.791525,Open
1069.0,0.793374,Open
1070.0,0.796764,Open
1071.0,0.801541,Open
1072.0,0.80339,Open
1073.0,0.798767,Open
1074.0,0.801233,Open
1075.0,0.803698,Open
1076.0,0.808166,Open
1077.0,0.812327,Open
1078.0,0.816949,Open
1079.0,0.824037,Open
1080.0,0.827273,Open
1081.0,0.828659,Open
1082.0,0.834515,Open
1083.0,0.83621,Open
1084.0,0.83775,Open
1085.0,0.841602,Open
1086.0,0.846071,Open
1087.0,0.848228,Open
1088.0,0.850077,Open
1089.0,0.849615,Open
1090.0,0.847766,Open
1091.0,0.845455,Open
1092.0,0.843914,Open
1093.0,0.84453,Open
1094.0,0.84114,Open
1095.0,0.841602,Open
1096.0,0.84037,Open
1097.0,0.838059,Open
1098.0,0.834052,Open
1099.0,0.835285,Open
1100.0,0.83359,Open
1101.0,0.827273,Open
1102.0,0.821418,Open
1103.0,0.816641,Open
1104.0,0.812173,Open
1105.0,0.807704,Open
1106.0,0.810478,Open
1107.0,0.814176,Open
1108.0,0.81849,Open
1109.0,0.820955,Open
1110.0,0.824499,Open
1111.0,0.829584,Open
1112.0,0.834977,Open
1113.0,0.837442,Open
1114.0,0.842681,Open
1115.0,0.84792,Open
1116.0,0.851156,Open
1117.0,0.855778,Open
1118.0,0.862558,Open
1119.0,0.865794,Open
1120.0,0.865794,Open
1121.0,0.864407,Open
1122.0,0.860247,Open
1123.0,0.856549,Open
1124.0,0.853313,Open
1125.0,0.853159,Open
1126.0,0.866564,Open
1127.0,0.865331,Open
1128.0,0.861171,Open
1129.0,0.853467,Open
1130.0,0.847304,Open
1131.0,0.820185,Open
1132.0,0.809245,Open
1133.0,0.800462,Open
1134.0,0.792912,Open
1135.0,0.782435,Open
1136.0,0.779353,Open
1137.0,0.773035,Open
1138.0,0.767951,Open
1139.0,0.765639,Open
1140.0,0.762712,Open
1141.0,0.761171,Open
1142.0,0.762404,Open
1143.0,0.763945,Open
1144.0,0.76718,Open
1145.0,0.771803,Open
1146.0,0.772265,Open
1147.0,0.772881,Open
1148.0,0.772111,Open
1149.0,0.770724,Open
1150.0,0.765948,Open
1151.0,0.762096,Open
1152.0,0.757473,Open
